input_keywords,output_content
kangaroo;size,"As with the terms ""wallaroo"" and ""wallaby"", ""kangaroo"" refers to a paraphyletic grouping of species.  All three refer to members of the same taxonomic family, Macropodidae, and are distinguished according to size. The largest species in the family are called ""kangaroos"" and the smallest are generally called ""wallabies"".  The term ""wallaroos"" refers to species of an intermediate size.[3] There are also the tree-kangaroos, another type of macropod, which inhabit the tropical rainforests of New Guinea, far northeastern Queensland and some of the islands in the region. A general idea of the relative size of these informal terms could be:
"
